,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,seeger
alpha_post=628.3487915845371/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.03137742,928.09716796875,2681.0542,9726.189,2327.886,8444.924,0.9736879,0.8484333,0.8466333,0.8447,0.85546666,0.8549,0.8543,0.923193483004014
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.487554,14613.39453125,10462.455,2884.0684,30636.71,8444.929,1.3429378,0.8492,0.85146666,0.8552,0.85566664,0.855,0.8551,0.997599015556351
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00045012345,0.2783203125,8490.282,8490.444,8445.045,8444.929,0.8951021,0.8801,0.88126665,0.8805,0.85566664,0.855,0.8551,0.8896177780770262
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,2.8941107,86810.09375,17194.555,1306.5304,111143.05,8444.929,2.0858696,0.8829333,0.8855,0.8837,0.85566664,0.855,0.8551,0.9999999991277853
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0004408298,-0.00048828125,4552.9976,4552.994,4599.641,4599.638,0.8633131,0.8484667,0.8466667,0.8447,0.89636666,0.8948,0.8972,0.8589074447225529
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.040269002,1194.8447265625,739.93427,9738.019,641.68445,8444.924,0.9905294,0.84863335,0.8480667,0.8471,0.85546666,0.8549,0.8543,0.93097364932696
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-29.52880859375,1256.6595,4558.8726,1267.8964,4599.638,0.84866667,0.84866667,0.8480667,0.8471,0.89636666,0.8948,0.8972,0.8486666707570354
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.49593505,14864.826171875,8490.312,30801.51,2833.738,10280.111,1.3775634,0.8796,0.8810667,0.8804,0.90893334,0.9091667,0.9103,0.9992288195794798
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00044690078,0.181640625,17194.564,17194.916,17039.047,17039.217,0.89784825,0.8829,0.88556665,0.8837,0.9012333,0.90206665,0.9032,0.8922840292021856
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00044077286,-0.002197265625,3617.054,3617.043,3653.363,3653.3542,0.86327875,0.8484333,0.8466667,0.8447,0.89636666,0.8948,0.8972,0.8588743869025615
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.00088890275,39.76220703125,4134.9844,0.0,4174.7466,0.0,0.89646536,0.8753833,-1.0,0.8701,-1.0,-1.0,-1.0,0.8888621545347193
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0011175144,20.300048828125,2681.0542,739.0306,2709.0806,746.75684,0.8720714,0.8484333,0.8466333,0.8447,0.89636666,0.8948,0.8972,0.8648622694714807
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0004408298,-0.00048828125,739.93427,739.9293,746.7613,746.75684,0.86347973,0.84863335,0.8480667,0.8471,0.89636666,0.8948,0.8972,0.8590691927157339
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-22.992431640625,998.3047,3621.6128,1007.0538,3653.3542,0.84866667,0.84866667,0.8480667,0.8471,0.89636666,0.8948,0.8972,0.8486666707570354
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.5054952,15151.6298828125,10462.455,37956.47,4696.833,17039.217,1.3519402,0.8492,0.85146666,0.8552,0.9012333,0.90206665,0.9032,0.9978716072746456
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.00039659315,10.2236328125,1045.0405,0.0,1055.2642,0.0,0.89038175,0.8763,-1.0,0.8706,-1.0,-1.0,-1.0,0.8853728225070228
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,2.9172983,87505.71875,8490.282,111740.53,1294.6875,17039.217,2.0878453,0.8801,0.88126665,0.8805,0.9012333,0.90206665,0.9032,0.9999999991066756
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0013867364,28.376708984375,3617.054,997.0421,3656.2297,1007.84125,0.8747652,0.8484333,0.8466667,0.8447,0.89636666,0.8948,0.8972,0.8666673330997601
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0004408339,-0.0003662109375,998.3047,998.3017,1007.8439,1007.84125,0.8635131,0.84866667,0.8480667,0.8471,0.89636666,0.8948,0.8972,0.8591015771719217
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.7705861,23104.357421875,2681.0542,35284.41,781.1239,10280.122,1.4691532,0.8484333,0.8466333,0.8447,0.9089,0.9091667,0.9103,0.999625095346176
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.81786036,24522.5859375,739.93427,35327.324,215.31772,10280.122,1.4881098,0.84863335,0.8480667,0.8471,0.9089,0.9091667,0.9103,0.9997280468594074
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00045210912,0.337890625,10462.455,10462.746,10280.169,10280.122,0.8642351,0.8492,0.85146666,0.8552,0.9089,0.9091667,0.9103,0.8597489144213277
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.48574907,14559.24609375,17194.555,4739.7964,37294.125,10280.122,1.3757564,0.8829333,0.8855,0.8837,0.9089,0.9091667,0.9103,0.999273962340864
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0004785288,15.1397705078125,1778.1432,0.0,1793.283,0.0,0.8988682,0.8834,-1.0,0.8794,-1.0,-1.0,-1.0,0.8930834205896665
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.020208506,1198.9384765625,9541.528,0.0,10740.467,0.0,0.55555326,0.45503333,-1.0,0.4554,-1.0,-1.0,-1.0,0.5553434700176318
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,2.2807353,136830.53125,31266.84,0.0,168097.38,0.0,1.9419299,0.87405,-1.0,0.8757,-1.0,-1.0,-1.0,0.9999999990615996
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.48016384,28796.2578125,13694.261,0.0,42490.52,0.0,1.3910816,0.9011,-1.0,0.9018,-1.0,-1.0,-1.0,0.9997009200091108
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.28674817,8589.2197265625,11308.776,3117.0273,23166.871,6385.903,1.0282811,0.64963335,0.64926666,0.6537,0.89636666,0.8948,0.8972,0.9187144378686796
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,3.6217897,108640.4609375,2681.0542,128003.85,356.88214,17039.217,2.1941283,0.8484333,0.8466333,0.8447,0.9012333,0.90206665,0.9032,0.99999999943537
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.37972042,11378.38671875,481.52625,22989.746,238.14381,11367.978,1.2843294,0.8486,0.8480667,0.8471,0.7583,0.75626665,0.7599,0.9949463975900734
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.35748103,10711.205078125,1744.9181,22964.074,864.25616,11372.207,1.2712104,0.8484333,0.8466667,0.8447,0.7583333,0.7564667,0.7604,0.9940966001796276
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.28014767,8391.2041015625,6327.9536,22956.04,3135.3254,11372.207,1.2294977,0.8552333,0.85573334,0.8505,0.7583333,0.7564667,0.7604,0.9912594472888472
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00046291642,0.662109375,11335.915,11334.534,11374.25,11372.207,0.63521373,0.62,0.619,0.6078,0.7583333,0.7564667,0.7604,0.6346917307768467
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00044011368,-0.02197265625,6327.9536,6327.859,6385.9756,6385.903,0.8700676,0.8552333,0.85573334,0.8505,0.89636666,0.8948,0.8972,0.8654630256078235
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,3.6830657,110478.7421875,739.93427,128159.52,98.374985,17039.217,2.2056642,0.84863335,0.8480667,0.8471,0.9012333,0.90206665,0.9032,0.9999999994361152
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00044082373,-0.00067138671875,481.52625,481.51935,485.64172,485.6355,0.86344624,0.8486,0.8480667,0.8471,0.89636666,0.8948,0.8972,0.8590367262193286
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.52100796,15617.0126953125,19706.307,5432.323,41263.203,11372.207,1.3879292,0.8775333,0.87956667,0.8829,0.7583333,0.7564667,0.7604,0.999314517131732
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.5222298,15653.66796875,11335.915,41119.12,5376.777,19506.316,1.1309941,0.62,0.619,0.6078,0.85763335,0.85793334,0.8625,0.952261464598788
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,2.1179867,63526.375,481.52625,83401.59,112.616325,19506.31,1.8776741,0.8486,0.8480667,0.8471,0.8576667,0.8578333,0.8624,0.9999999498031936
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00045230443,0.34375,19706.307,19707.238,19505.729,19506.316,0.8925717,0.8775333,0.87956667,0.8829,0.85763335,0.85793334,0.8625,0.8871646658427981
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-62.6171875,20651.098,20563.873,20471.0,20446.393,0.26096666,0.26096666,0.25836667,0.2475,0.28086665,0.2769,0.2724,0.2609666592805025
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.12682122,7595.701171875,12047.027,0.0,19642.729,0.0,0.35209796,0.10028333,-1.0,0.0923,-1.0,-1.0,-1.0,0.3112460752346186
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.56597275,33944.79296875,43764.098,0.0,77708.89,0.0,1.0119313,0.47996667,-1.0,0.4806,-1.0,-1.0,-1.0,0.9021853442268112
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0006187774,23.5546875,2691.348,0.0,2714.9026,0.0,0.89293945,0.87535,-1.0,0.8699,-1.0,-1.0,-1.0,0.8866592772221651
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0003067962,4.8358154296875,681.4189,0.0,686.2547,0.0,0.89566875,0.8832833,-1.0,0.8792,-1.0,-1.0,-1.0,0.891079585200679
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.39991334,11984.1748046875,22310.037,6143.294,38863.35,10712.434,0.82839847,0.38123333,0.3803,0.3811,0.89636666,0.8948,0.8972,0.7936277737151212
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.3649407,10934.9951171875,11335.915,861.2384,23170.205,1760.5342,1.0471655,0.62,0.619,0.6078,0.89636666,0.8948,0.8972,0.924168344197545
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,2.100514,63002.1875,19706.307,412.76733,84056.26,1760.5342,1.9023538,0.8775333,0.87956667,0.8829,0.89636666,0.8948,0.8972,0.999999999087552
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,1.9646795,58927.15625,6327.9536,83279.31,1482.1149,19506.316,1.8463638,0.8552333,0.85573334,0.8505,0.85763335,0.85793334,0.8625,0.9999999261161824
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.38718814,11602.41796875,11335.915,237.40137,23186.566,485.6355,1.0599933,0.62,0.619,0.6078,0.89636666,0.8948,0.8972,0.929098705346977
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,2.1350226,64037.44921875,19706.307,113.7798,84115.61,485.6355,1.9107378,0.8775333,0.87956667,0.8829,0.89636666,0.8948,0.8972,0.999999999087552
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,2.082633,62465.76171875,1744.9181,83308.45,408.5467,19506.316,1.8688824,0.8484333,0.8466667,0.8447,0.85763335,0.85793334,0.8625,0.9999999350675616
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.509971,15285.904296875,22310.037,1693.4061,38854.766,2952.2305,0.8861942,0.38123333,0.3803,0.3811,0.89636666,0.8948,0.8972,0.832237816795395
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.6105887,18304.4375,223.06914,38635.168,117.31964,20224.98,1.4012012,0.84866667,0.8480667,0.8471,0.25276667,0.2466,0.243,0.9989268687432772
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,1.9820868,59449.375,19706.307,1497.4263,84044.164,6385.903,1.873045,0.8775333,0.87956667,0.8829,0.89636666,0.8948,0.8972,0.9999999954377604
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-53.4072265625,2932.708,10638.758,2952.9763,10712.434,0.8553,0.8553,0.8557,0.8505,0.89636666,0.8948,0.8972,0.8553000130239872
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-65.6591796875,808.60376,10641.387,813.99146,10712.434,0.84833336,0.84833336,0.8466667,0.8447,0.89636666,0.8948,0.8972,0.8483333604596552
